Country Name,Country Code,Year,"average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)",average_value_Adjusted savings: carbon dioxide damage (% of GNI),average_value_Adjusted savings: carbon dioxide damage (current US$),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Adjusted savings: consumption of fixed capital (current US$),average_value_Adjusted savings: education expenditure (% of GNI),average_value_Adjusted savings: education expenditure (current US$),average_value_Adjusted savings: energy depletion (% of GNI),average_value_Adjusted savings: energy depletion (current US$),average_value_Adjusted savings: gross savings (% of GNI),average_value_Adjusted savings: mineral depletion (% of GNI),average_value_Adjusted savings: mineral depletion (current US$),average_value_Adjusted savings: net forest depletion (% of GNI),average_value_Adjusted savings: net forest depletion (current US$),average_value_Adjusted savings: net national savings (% of GNI),average_value_Adjusted savings: net national savings (current US$),average_value_Agricultural methane emissions (% of total),average_value_Agricultural nitrous oxide emissions (% of total),average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Aquaculture production (metric tons),"average_value_Bird species, threatened",average_value_Capture fisheries production (metric tons),average_value_Coal rents (% of GDP),average_value_Energy related methane emissions (% of total),"average_value_Fish species, threatened",average_value_Forest rents (% of GDP),"average_value_Mammal species, threatened",average_value_Marine protected areas (% of territorial waters),average_value_Methane emissions (% change from 1990),average_value_Methane emissions (kt of CO2 equivalent),average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Mineral rents (% of GDP),average_value_Natural gas rents (% of GDP),average_value_Nitrous oxide emissions (% change from 1990),average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Nitrous oxide emissions in energy sector (% of total),average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Oil rents (% of GDP),average_value_People practicing open defecation (% of population),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),"average_value_Plant species (higher), threatened",average_value_Population living in areas where elevation is below 5 meters (% of total population),average_value_Rural population living in areas where elevation is below 5 meters (% of total population),average_value_Terrestrial and marine protected areas (% of total territorial area),average_value_Terrestrial protected areas (% of total land area),average_value_Total fisheries production (metric tons),average_value_Total natural resources rents (% of GDP),average_value_Urban population living in areas where elevation is below 5 meters (% of total population)
Virgin Islands (U.S.),VIR,2013,,,,,,,9.3561772,,,0,,,0,,,,,,,,10,,537,0,,,0,,,,,,0,0,,,,,0,0,98.71828369,99.2894953,,,,,,547,0,
American Samoa,ASM,2011,,,,10592458.29,,,11.760709,,,0,,,0,,,,,,,,20,,4901,0,,,0,,,46.88840328,,,0,0,2484.21991,,,,0,0.718981185,99.30976614,61.37428758,,,,,,4921,0,
American Samoa,ASM,2019,,,,13542294.12,,,11.760709,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.700868298,99.77377166,54.45476038,,,,,,,,
Belarus,BLR,2014,11.69834396,8932237236,2.767788939,2113337367,17.86080022,13637563174,4.69,3581036151,0.592907366,452712732,28.22984049,0,0,0,0,10.36904027,7917251184,,,11770,10658,,766,0,,,0.570654318,,,,16700,1160,0,0.022135617,,12640,,280,0.743865518,0,96.46534969,97.78755989,,,,,,11424,1.336655453,
Cuba,CUB,2011,,,1.289902338,876179062.1,9.063692541,6156603795,13.01,8837172600,1.770188232,1202418058,,0.292145774,198442938.2,0,0,,,,,3300,24597.80078,,24106,0,,,0.095713631,,,-29.73030567,13360,2250,0.884147808,0.083162159,-39.68253598,3720,,230,1.901214612,0.879409678,94.96438132,89.42263591,,,,,,48703.80078,2.96423821,
IDA blend,IDB,2018,3.561547087,,2.010948929,,10.13635127,,2.409989614,,3.330555172,,17.40989075,0.331550691,,0.448927208,,7.273539473,,,,132440,544791.1001,258,2383167,0.031383019,,631,0.900085961,234,1.087825967,,475250,193570,0.45740691,1.604842842,,208630,,9190,4.739593693,13.07474971,79.21906138,52.54982602,1467,,,12.26476252,14.06724739,2927958.094,7.733312425,
Qatar,QAT,2016,21.24375336,31997978620,2.462289469,3708774267,16.12404878,24286526001,2.343625271,3530038691,6.194344238,9330107121,43.68096669,0,0,0.00011006,165776.2777,27.55687185,41506987093,,,180,10,,14516,0,,,0.000109256,,0.181319695,,7890,6420,0,3.529102297,,920,,660,11.75050134,0,99.62980166,100,,,,0.778383955,2.45,14526,15.27971289,
Rwanda,RWA,2011,3.164567621,216065881.9,0.289709816,19780397.97,11.98515472,818305479.1,4.01,273789120.7,0,0,17.25384008,0.300888595,20543646.86,5.523519334,377127057.8,5.268685367,359727863.9,,,1470,265.3300171,,16994,0,,,5.924896015,,,96.20882171,2590,910,1.064066254,0,135.1282234,1700,,70,0,2.930491481,53.99079479,59.46618137,,,,,,17259.33008,6.988962269,
El Salvador,SLV,2016,3.772049356,863799302.6,1.124409361,257489743.6,12.28586486,2813463052,3.757132984,860383453.3,0,0,14.4,0,0,1.02895788,235631354.6,2.168283614,496536947.5,,,990,7955.680176,,54084,0,,,1.022170053,,0.705660137,,4030,550,0,0,,1220,,110,0,1.715941382,96.57988846,82.99726197,,,,2.152227176,8.78,62039.67969,1.022170053,
Small states,SST,2016,15.66365666,,2.262084689,,13.94102584,,3.846511139,,3.47980415,,31.76805186,0.186578199,,0.081413458,,17.82702602,,,,12470,52990.64449,,3009821.461,0.010553413,,,0.517731305,,1.87519706,,87360,42900,0.272651366,1.828901071,,16150,,2690,5.097916212,8.910220482,87.01358475,70.7718116,,,,17.96924584,25.83625979,3062812.092,7.727753367,
Slovak Republic,SVK,2016,6.97710646,6092767512,1.333596438,1164564866,17.67968094,15438804936,3.804863567,3322602179,0.003193486,2788715.949,22.29367697,0.008706714,7603149.777,0.096256495,84056112.77,4.613996027,4029178178,,,1500,2168.650146,,1866,0.005558891,,,0.246804333,,,,4380,1890,0.011046001,0.004588699,,2010,,200,0.001083358,0,99.78751691,97.52625411,,,,37.28351573,37.28,4034.649902,0.269081281,
Tonga,TON,2010,4.515333282,17103005.19,0.884469206,3350158.332,8.471866398,32089408.68,2.93,11098140.95,0,0,10.94166888,0,0,0,0,2.469802487,9355022.571,,,20,300.2999878,,2076,0,,,0.048507618,,,6.544295671,90,0,0,0,12.58524987,50,,0,0,0.143040173,98.36656242,92.74908678,,7.528864139,4.601648422,,,2376.300049,0.048507618,2.927215717
"Venezuela, RB",VEN,2014,7.202246836,34349963925,1.306118431,6229322879,6.039074037,28802397369,6.54,31191483600,1.01920427,4860931695,9.041046508,0.014400327,68680056.18,0,0,3.001969865,14317414954,,,12250,30725.66016,,226404,0.006011649,,,0.054392831,,,,75670,37510,0.105295327,0.317443684,,13430,,400,11.35520054,4.160449907,94.74836987,94.66960303,,,,,,257129.6563,11.83834403,
Burkina Faso,BFA,2012,5.078371528,621770214.8,0.684887209,83854137.98,7.762109082,950353514.9,3.62,443214555.2,0,0,18.53175071,4.014861263,491559378.1,4.620227012,565677309.3,10.77834701,1319646485,,,8260,302,,20300,0,,,7.289768892,,,106.6433735,13810,1020,5.102308672,0,75.31198265,8850,,190,0,52.45782357,51.93833502,18.40395763,,,,,,20602,12.39207756,
Kenya,KEN,2019,-4.06109056,-3801180764,0.939457359,879332088,15.62496072,14624963232,4.940268566,4624091378,0.012713544,11899877.63,8.13,0,0,0.554569386,519076945.1,-7.494618837,-7014963232,,,,,,,0,,,1.030328357,,,,,,0,0,,,,,0.022073329,8.94646002,60.95447666,32.62581333,,,,,,,1.052401686,
Libya,LBY,2018,,,6.357433563,3401226956,8.020415572,4290922331,2.1374382,1143529437,8.48164743,4537681375,,0,0,0.044771892,23952962.05,,,,,1320,10,8,32266,0,,32,0.056036453,10,0.636429928,,37790,34550,0,0.798707444,,1970,,570,42.50319908,0.747842447,99.8915238,92.10600221,7,,,0.28857344,0.211847868,32276,43.35794298,
Latin America & Caribbean,LCN,2012,10.44214521,,0.946850528,,10.8244496,,5.196309589,,2.476031311,,20.26825837,0.755192668,,0.019898638,,9.443808764,,,,325340,2390203.402,,13414706.08,0.07033068,,,0.308442024,,,30.67194952,1009100,141290,1.464086527,0.226548768,24.97220743,357570,,17980,3.763113129,4.377066229,95.06851383,83.69178915,,,,,,15804909.63,5.832521128,
Liechtenstein,LIE,2019,,,,1928467.178,,,3.062216215,,,,,,0,,41753.4128,,,,,,,,,,,,,,,,,,,,,,,,,0,100,99.95,,,,,,,,
Mongolia,MNG,2010,3.917452095,258928567.2,5.969874728,394585836.1,7.64901683,505570692.6,4.36,288179287.4,9.350273578,618017242.4,28.96675163,6.440134406,425668198.1,0,0,21.31773481,1409020556,,,8480,,,100,19.68537393,,,0.369945915,,,-26.10058499,9050,970,14.37671797,0,-32.47332407,8610,,90,1.543204488,11.23387774,76.17556961,56.48816437,,,,,,100,35.97524231,
North America,NAC,2013,6.592068705,,0.967611218,,15.69351295,,4.453717901,,0.312722211,,19.17018301,0.057985829,,0,,3.476670063,,,,214110,597026,,6566280,0.261784423,,,0.0479509,,,,713410,350290,0.094109176,0,,289320,,48120,0.469452561,0,99.26043187,99.75899643,,,,,,7163306,0.87329706,
Poland,POL,2011,8.923991659,45447301561,1.855272322,9448363908,11.22821217,57182028408,4.8,24445008000,0.285063223,1451744326,17.73856194,0.24602117,1252914470,0,0,6.510348374,33155316266,,,17230,29037,,198308,1.018330747,,,0.178515955,,,-39.41564456,48080,21850,0.607644193,0.112514546,-8.452098361,21420,,2520,0.053775486,0,98.46682907,95.9645347,,,,,,227345,1.970780926,
Solomon Islands,SLB,2012,,,0.502220511,5694317.111,10.23319845,116026876.1,9.94,112702509.9,0,0,,3.394138034,38483689.66,0.429335607,4867927.619,,,,,20,6992.399902,,38892.07422,0,,,15.76026032,,,-29.1640491,370,10,4.208881123,0,-27.59107712,30,,10,0,51.09699564,71.78353212,28.83499128,,,,,,45884.47266,19.96914144,
Sub-Saharan Africa (excluding high income),SSA,2010,4.734396001,,1.658974481,,11.75013471,,3.411093966,,6.164164487,,22.78730104,0.888101448,,1.002623882,,11.03716633,,,,345100,371077.8401,,6116891,1.055389559,,,2.32669305,,,30.44702389,831000,250740,1.353225149,0.320996275,23.37430557,463330,,45730,8.483520697,25.44955326,54.54881253,27.52640644,,1.90613072,0.672032816,,,6487968.844,13.53982473,1.234097904
Europe & Central Asia (IDA & IBRD countries),TEC,2016,8.083809039,,3.553650522,,14.20199893,,3.911400336,,1.920407415,,24.17751426,0.326721055,,0.002327641,,9.975515336,,,,172030,630677.6072,,5647607.2,0.222986095,,,0.224651914,,3.013271659,,1345220,961800,0.579345498,0.916612138,,214710,,16410,2.424485672,0.054621681,96.12244956,93.74249199,,,,7.385751205,9.060586109,6278284.807,4.368081318,
British Virgin Islands,VGB,2010,,,,5652878.287,,,,,,0,,,0,,,,,,,,,,1201,,,,,,,26.03966604,,,,,30.32723287,,,,,0.073868883,99.10410959,96.8458493,,12.01159316,9.924211165,,,1201,,2.087381997
Antigua and Barbuda,ATG,2016,,,1.494581342,20019662.93,10.89478167,145933747.9,2.25,30138367.41,0,0,24.03633816,0,0,,,13.14434394,176066252.1,,,10,10,,3165,0,,,0,,0.191718498,,200,0,0,0,,20,,10,0,0.264128913,96.73918628,87.50428238,,,,0.271690244,19.33,3175,0,
Germany,DEU,2011,13.6521494,5.24282E+11,0.566358383,21749804335,17.30800013,6.64677E+11,4.54,1.74349E+11,0.094624831,3633867910,27.12627497,0.000155383,5967169.861,0,0,9.773288,3.75323E+11,,,28070,39141,,233888,0.11763972,,,0.039973582,,,-50.4592468,58690,11860,0.001247068,0.037105666,-39.63587029,35650,,5560,0.032228168,0,100,99.22473284,,,,,,273029,0.228194203,
Dominican Republic,DOM,2013,15.09420339,9012594652,1.162116124,693887666.4,4.666065497,2786060044,2.519252247,1504219782,0,0,19.15857364,0.755440883,451066034.3,0,0,14.49250815,8653328571,,,2600,1505,,13188,0,,,0.050572637,,,,8830,510,0.974400857,0,,2990,,230,0,3.051508985,95.51405962,83.92709989,,,,,,14693,1.024973494,
Finland,FIN,2011,9.637567165,26628308949,0.611174154,1688655853,18.48150298,51063838287,6.02,16633079400,0,0,22.81047394,0.10026424,277027086,0,0,4.329005559,11960912488,,,3670,11275,,154000,0,,,0.304765256,,,-15.10051434,4990,300,0.1920514,0,-27.2621546,4570,,600,0,0,99.99999774,99.44802684,,,,,,165275,0.496816656,
Latvia,LVA,2012,4.007702262,1127494742,0.779666459,219345095.1,24.83295964,6986305270,5.797803381,1631107403,0,0,23.8,0,0,0,0,-1.01043466,-284267566,,,1630,574.539978,,94404,0,,,1.28772559,,,-41.82567287,1970,270,0,0,-53.3558068,1800,,130,0,0,98.3700707,90.58125758,,,,,,94978.53906,1.28772559,
Morocco,MAR,2014,18.75928776,20166797125,1.874469996,2015111480,11.36781855,12220745981,5.2,5590156000,0.007821472,8408316.644,27.17683979,0.145290345,156191479.3,0.222047337,238707548.6,15.80891691,16995059949,,,7320,1189,,1375097,0,,,0.30453066,,,,16660,5800,1.935415208,0.005780828,,8830,,590,0.004486097,7.555940621,82.37439241,81.67878265,,,,,,1376286,2.250212794,
Moldova,MDA,2018,4.777984919,573701796.6,1.730321028,207762958.5,12.45881807,1495954138,4.585800468,550625841.6,0.009145895,1098165.176,14.49254606,0,0,0.102076616,12256534.72,2.033727991,244193613.4,,,1020,12530,11,50,0,,8,0.239569114,4,,,3310,870,0,5.57314E-05,,1160,,70,0.01310706,0.133865671,89.76460943,77.62450601,2,,,4.150534549,4.150534549,12580,0.252731905,
Mali,MLI,2016,7.746389426,1057483611,0.836484603,114191103.7,4.681894521,639139920.5,3.066103639,418563303.2,0,0,17.17413842,4.139907419,565151582.7,2.835566093,387091908.9,12.4922439,1705354903,,,13170,4194,,102486,0,,,3.668800756,,,,22060,1810,5.262169344,0,,13730,,410,0,7.798794424,76.04238647,38.7586803,,,,8.231583419,8.23,106680,8.930970101,
Malta,MLT,2017,,,0.415121375,48987465.07,14.17501054,1672758560,4.820339966,568836609.9,0,0,31.01807853,0,0,,,16.83994871,1987241440,,,20,7105.697266,,2164,0,,,0,,6.27005116,,220,0,0,0,,40,,0,0,0,99.99999695,99.9645422,,,,6.409364293,30.28637583,9269.697266,0,
Montenegro,MNE,2017,,,1.570809676,77662493.01,13.86600749,685550086.7,,,0.02820204,1394338.711,13.88323585,0.332091308,16418945.76,0,0,0.017228364,851788.5573,,,120,1022,,1079.699951,0.098639332,,,0.463394087,,0.001219432,,830,260,0.774895026,0,,180,,50,0,0.051885043,97.88369444,96.6569966,,,,4.160377366,6.400711029,2101.699951,1.336928445,
Malaysia,MYS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.09990707,,,,,,,,,
Namibia,NAM,2010,14.94408036,1619327678,0.817372784,88569810.91,11.07045613,1199585093,8.34,903715217.4,0,0,19.59099119,1.09908191,119095569.3,0,0,8.520535055,923277840.5,,,4000,695.6400146,,429705,0,,,0.49522073,,,40.63909722,5530,300,1.930293052,0,17.10087353,4140,,70,0,51.29253631,80.52969316,32.15005256,,1.089542897,0.145647833,,,430400.625,2.425513782,0.943895064
Nigeria,NGA,2014,5.78232198,30555755333,0.828688718,4379072938,12.47874501,65941931418,0.85,4491689000,4.410088707,23304408156,23.23752868,0.000929647,4912570.614,0.58675418,3100608584,10.75878323,56853068582,,,27480,313231,,759828,0.000253198,,,1.045598389,,,,121000,67980,0.005635461,1.333470806,,34080,,4190,8.297441643,21.01977234,67.02050605,37.53156546,,,,,,1073059,10.6823995,
Nigeria,NGA,2017,2.114544279,7702312116,1.227503401,4471230237,12.30174198,44809587237,0.85,3096159000,2.909443736,10597765186,18.84136951,0.003928655,14310282.73,1.134201958,4131375998,6.539622027,23820834820,,,30390,296191,,916284,0.000383885,,,1.66073223,,0.016709309,,126830,70290,0.017104291,0.866701268,,37290,,4290,6.060843732,19.83571592,72.30480126,40.0373347,,,,11.61069961,13.92958361,1212475,8.605765405,
Panama,PAN,2014,26.17785416,11928567515,0.820272056,373776648.6,5.821201625,2652570229,2.8,1275887200,0,0,30.07939887,0.060071032,27372807.54,0,0,24.25819724,11053829771,,,1180,10635,,163832,0,,,0.132385327,,,,5170,530,0.071420046,0,,1350,,120,0,5.203393427,92.52287406,77.51545202,,,,,,174467,0.203805372,
Rwanda,RWA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.966497836,60.41450115,68.83344246,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,2019,5.565383638,,2.076627219,,12.41617698,,3.416058333,,2.970956293,,20.79923249,0.333276308,,0.852870388,,8.383055512,,,,,,,,0.411243424,,,1.814882001,,,,,,0.478882852,0.400812758,,,,,4.309152164,18.91365699,63.61113924,32.33790631,,,,,,,7.4149732,
United Arab Emirates,ARE,2012,,,1.820832666,6826119580,3.736466071,14007637652,,,8.349510678,31301480582,,0,0,0,0,,,,,650,420,,72728,0,,,0.000160821,,,91.970807,42870,27220,0,1.353920537,129.2238782,5900,,5010,28.52954561,0,99.97133493,98.18946152,,,,,,73148,29.88362697,
American Samoa,ASM,2014,,,,11960606.56,,,11.760709,,,0,,,0,,,,,,,,20,,2579,0,,,0,,,,,,0,0,,,,,0,0.709924742,99.5417689,57.91369515,,,,,,2599,0,
Antigua and Barbuda,ATG,2019,,,1.804823053,28556064.88,11.02923953,174505572.2,2.25,35599692.65,0,0,,0,0,,,,,,,,,,,0,,,0,,,,,,0,0,,,,,0,,,,,,,,,,0,
Brunei Darussalam,BRN,2017,35.29287963,4534612885,2.235424233,287218941.5,7.833958189,1006547726,3.990143688,512674430.9,10.86162547,1395558179,52.23374384,0,0,0,0,44.39978565,5704715575,,,110,1632,,11864,0,,,0.05669261,,0.201102067,,9050,8870,0,8.660149683,,150,,40,8.811314338,,99.90003021,,,,,8.98950186,46.87211976,13496,17.52815663,
Comoros,COM,2012,2.281699373,23139870.19,0.437959303,4441567.346,9.990173216,101315411.7,2.453021573,24877335.48,0,0,12.05107964,0,0,1.794269326,18196594.95,2.060906429,20900697,,,50,,,36296,0,,,1.906230295,,,56.73427663,250,30,0,0,41.47600136,50,,10,0,0.60225799,81.79491098,34.68992588,,,,,,36296,1.906230295,
"Egypt, Arab Rep.",EGY,2016,3.308456408,10850744482,2.617375569,8584206653,6.198739189,20330004917,4.4111256,14467168630,1.874867876,6149004175,9.84243287,0.07973065,261492614.4,0.174389311,571944623.3,3.643694215,11950223917,,,15650,1370660,,335614,0,,,0.176264974,,4.951564185,,56310,13910,0.176063185,0.373454033,,22130,,510,2.335343399,0.01920973,99.18797298,96.10856641,,,,11.55115349,13.14,1706274,3.06112559,
Kuwait,KWT,2010,32.57244368,40663438686,2.049078961,2558070175,6.498802494,8113105034,3.19,3982396000,9.701004206,12110733651,47.63159996,0,0,0.000345171,430911.036,41.13287201,51350277422,,,220,310,,6373,0,,,0.000423798,,,129.5471528,4720,2930,0,0.520089012,16.55764642,540,,150,48.81698284,0,100,100,,17.40355436,14.02686144,,,6683,49.33749565,3.376692922
"Korea, Dem. People's Rep.",PRK,2012,,,,1191934458,,,,,,762927656.4,,,180528501.3,,0,,,,,1400,510610,,213500,,,,,,,-12.21741,18310,13150,,,-66.04914014,2470,,340,,0,96.288327,79.47227995,,,,,,724110,,
Sudan,SDN,2012,16.11917485,8179231791,0.896192376,454748164.5,7.258534551,3683143655,2.18,1106181022,0.837339383,424884832.5,24.35532825,1.343601926,681773831.2,0.080485168,40839983.92,17.0967937,8675297581,,,26460,7500,,34008,0,,,1.834421561,,,104.7704964,55920,7030,1.683993519,0,136.0891768,27690,,780,4.610575189,33.30836507,54.69029824,30.92075809,,,,,,41508,8.12899027,
Sudan,SDN,2019,39.42792385,11391775732,2.750664049,794739993.7,17.20756861,4971724183,2.18,629859974,0.503385455,145441444.9,58.12716532,0.002446389,706826.7725,0.415176961,119955665.2,40.91959671,11822759688,,,,,,,0,,,2.240650806,,,,,,0.002841515,0,,,,,3.598094414,24.11727297,60.38348683,36.77826091,,,,,,,5.841586736,
Seychelles,SYC,2015,8.321179616,107691699.2,1.320031609,17083689.28,13.54788249,175335055.1,4.281852337,55415214.58,0,0,18.92675697,0,0,0.019515589,252568.3931,5.378874477,69612742.31,,,0,0.100000001,,104984,0,,,0.102871431,,,,90,0,0,0,,0,,0,0,0,96.2508915,100,,,,,,104984.1016,0.102871431,
East Asia & Pacific (IDA & IBRD countries),TEA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.893395286,93.63689206,89.96751056,,,,,,,,
Vanuatu,VUT,2017,,,0.671710996,5837882.739,9.272890414,80591276.89,4.535788143,39420821.53,0,0,,0,0,0,0,,,,,140,17.04700089,,10461,0,,,0.901044368,,0.007637346,,500,10,0,0,,180,,40,0,0.441255268,91.25680149,52.90662802,,,,0.090716741,4.200531868,10478.04688,0.901044368,
Australia,AUS,2014,8.214282108,1.17464E+11,0.850264708,12158785323,18.12384167,2.59171E+11,4.856466854,69447476009,0.816072942,11669843067,24.2,1.04780962,14983677561,0,0,6.071962523,86829064085,,,70380,73677.60938,,198323.2031,0.753799867,,,0.118488286,,,,135190,33710,2.915917293,0.434860869,,75800,,3580,0.534261539,0,99.9614791,99.99115238,,,,,,272000.8125,4.757327855,
Belarus,BLR,2015,12.6986916,6851850327,3.755206786,2026202042,18.02382329,9725138890,4.770348747,2573943574,0.345054843,186181711.9,30.05242777,0,0,0,0,12.02860448,6490290508,,,11670,9130.900391,,869,0,,,0.708960897,,,,16980,1120,0,0.022325966,,12530,,260,0.421769563,0,96.47706709,97.80713149,,,,,,9999.900391,1.153056425,
Bhutan,BTN,2013,19.78016839,322416744.7,1.824627505,29741428.32,8.38588771,136689969.7,5.200357888,84765833.58,0,0,26.8,0.024244643,395187.6848,2.016056968,32861728.59,18.44473961,300649255.7,,,110,69.80000305,,3,0,,,3.299767509,,,,910,380,0.126629869,0,,180,,70,0,3.063558442,94.70140917,67.07045177,,,,,,72.80000305,3.426397378,
Finland,FIN,2013,7.329934451,19966668144,0.559488413,1524040841,19.16796457,52213343820,6.684612298,18208817052,0,0,20.44151936,0.068763356,187310694.2,0,0,1.273573922,3469202627,,,3710,13613,,167904,0,,,0.317038402,,,,4810,300,0.129317308,0,,4650,,580,0,0,100.0000011,99.44796747,,,,,,181517,0.44635571,
Grenada,GRD,2010,,,1.016660042,7433163.799,8.652023039,63258023.12,3.75,27417586.11,0,0,,0,0,,,,,,,10,,,2182,0,,,0,,,45.28114356,1950,0,0,0,163.4931695,10,,0,0,3.156164384,95.63078751,92.48900156,,1.885817633,1.357484558,,,2182,0,0.528333075
Honduras,HND,2011,17.73944876,2967729379,1.565814493,261953668.2,5.800139488,970337049,5.95883096,996885413,0,0,19.56051697,0.230430629,38549999.81,0.18351456,30701154.09,13.76037748,2302048788,,,2270,50295,,11381,0,,,1.413342787,,,45.71626236,7620,1070,0.28779276,0,30.78448199,2910,,250,0,10.4463058,91.22132877,75.01956873,,,,,,61676,1.701135547,
Kazakhstan,KAZ,2012,7.580545952,13635961864,4.194992884,7545995149,13.91565045,25031611193,2.997594998,5392103859,9.472190702,17038671357,34.40577403,2.240078721,4029476004,0,0,20.49021326,36858000515,,,8280,738,,36939,1.184633468,,,0.002794245,,,2.791984816,41640,23180,3.492465286,1.438278971,-43.48863458,9710,,1060,17.27301148,0.030527772,94.33850084,97.53303397,,,,,,37677,23.39118345,
Turks and Caicos Islands,TCA,2011,,,,5464198.335,,69719119.4,2.596893607,,,0,,,0,,0,,,,,,0.5,,3964,0,,,0.003871362,,,163.1794392,,,0,0,640.8809994,,,,0,1.822727273,92.64090909,86.46818182,,,,,,3964.5,0.003871362,
Thailand,THA,2014,10.41568073,40244315528,2.447119389,9455228837,17.64356172,68171546662,4.186884132,16177366648,2.127834346,8221568902,28.97589838,0.014575138,56315710.64,0.514100297,1986391008,11.33242577,43786453338,,,17690,897864.875,,1703997,0.039644847,,,0.593750513,,,,84430,20330,0.021554165,0.918943615,,20110,,1370,1.269016871,0,98.97793277,96.75388237,,,,,,2601861.75,2.84291001,
Trinidad and Tobago,TTO,2019,,,7.173980695,1728626729,10.74426427,2588914465,2.87,691548935.4,6.69756746,1613831236,,0,0,0,0,,,,,,,,,0,,,0.050484447,,,,,,0,4.593986666,,,,,3.261331427,0,98.87517077,93.91521101,,,,,,,7.90580254,
Africa Western and Central,AFW,2012,9.74907241,,0.893946062,,11.73439501,,1.978157513,,8.180459454,,30.01292815,0.622014083,,0.811198637,,18.27853313,,,,113490,289089.8,,3121053,0.001175395,,,2.251107068,,,,336470,127570,0.953396237,1.329812261,,204520,,27570,12.98137457,27.31598863,63.23270679,29.55628187,,,,,,3410142.813,17.51686553,
Belarus,BLR,2013,12.52485012,9118450115,2.798606195,2037465578,18.24532639,13283120915,4.88,3552779965,0.712680134,518851578.2,29.40146284,0,0,0,0,11.15613645,8121987306,,,12180,13548,,697,0,,,0.571991656,,,,16590,1170,0,0.036138099,,13040,,270,0.875074994,0,96.73802951,97.18332092,,,,,,14245,1.483204749,
Bhutan,BTN,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97.31322263,76.50655402,,,,,,,,
Czech Republic,CZE,2011,3.762435622,7940093639,1.525053934,3218412819,22.84074423,48202192998,4.02,8483647200,0.324210565,684201007.2,24.43242126,0,0,0,0,1.59170012,3359060265,,,3090,21010,,3859,0.892237157,,,0.153484421,,,-35.12295992,13750,6420,0,0.014153716,-27.03909747,4720,,830,0.033017257,0,99.86233747,99.13729692,,,,,,24869,1.092892551,
Fiji,FJI,2018,9.526499641,497432609.2,1.908431307,99650028.89,12.55127783,655373444.2,3.955066248,206516453.8,0,0,20.30874866,0.277606132,14495391.54,0,0,7.757470832,405061575.8,,,140,795,14,43672,0,,20,0.881582954,7,0.924879431,,670,330,0.332935261,0,,170,,20,0,0,94.25716533,98.79865447,78,,,0.99036935,5.411196875,44467,1.214518215,
Gibraltar,GIB,2016,,,,22785537.42,,,,,,0,,,0,,,,,,,,,,1,,,,,,12.889618,,,,,,,,,,,0,100,100,,,,13.12759097,26.67,1,,
Guyana,GUY,2019,,,2.231141734,114394196,2.630421361,134865899.4,2.92,149713058.2,0.579661375,29720163.41,,0,0,0,0,,,,,,,,,0,,,3.289960075,,,,,,0,0,,,,,0.715417738,0.610946839,95.54891932,85.77491899,,,,,,,4.005377814,
Isle of Man,IMN,2015,,,,,,,,,,,,0,0,,,,,,,,,,7781,,,,0,,,,,,0,,,,,,,,99.075,,,,,,,7781,0,
Latin America & Caribbean (excluding high income),LAC,2012,9.748582928,,0.885792627,,10.86590124,,5.094344958,,2.680518805,,19.74386492,0.638158399,,0.01925588,,8.877963681,,,,299400,1288390.44,,10000376.25,0.08052259,,,0.318694218,,,36.17173929,895530,100830,1.253770913,0.178028421,22.24610987,328140,,16550,3.10906413,4.532117221,94.88782881,82.433861,,,,,,11288766.83,4.940080273,
Latin America & Caribbean (excluding high income),LAC,2013,9.24946811,,0.920591367,,10.90690289,,5.054134269,,2.467168964,,19.02245251,0.508413685,,0.024041756,,8.115549614,,,,302530,1329830.61,,11339897.13,0.057223285,,,0.345888425,,,,896380,107330,1.099971913,0.185197613,,333150,,18350,2.859268212,4.123122523,95.23454274,83.19938506,,,,,,12669727.85,4.547549448,
Malaysia,MYS,2016,6.028459192,17658321528,3.044503502,8917837878,21.81651374,63904059385,4.488952529,13148860191,2.782449055,8150238474,29.19308002,0.010152616,29738636.74,0,0,7.376611836,21607276326,,,10120,407887.0938,,1589586,0.011420726,,,1.618920747,,1.407442088,,46250,21970,0.026566424,1.842905086,,11790,,300,1.586481771,0.283015011,97.06169435,99.5648503,,,,8.913485757,19.14,1997473.125,5.086294753,
