Country Name,Country Code,Year,average_value_DEC alternative conversion factor (LCU per US$),average_value_Discrepancy in expenditure estimate of GDP (current LCU),average_value_GDP (constant 2010 US$),average_value_GDP (constant LCU),average_value_GDP (current LCU),average_value_GDP (current US$),average_value_GDP deflator (base year varies by country),average_value_GDP growth (annual %),average_value_GDP per capita (constant 2010 US$),average_value_GDP per capita (constant LCU),average_value_GDP per capita (current LCU),average_value_GDP per capita (current US$),average_value_GDP per capita growth (annual %),"average_value_GDP per capita, PPP (constant 2017 international $)","average_value_GDP per capita, PPP (current international $)","average_value_GDP, PPP (constant 2017 international $)","average_value_GDP, PPP (current international $)",average_value_GDP: linked series (current LCU),average_value_GNI (constant 2010 US$),average_value_GNI (current LCU),average_value_GNI (current US$),average_value_GNI per capita (constant 2010 US$),average_value_GNI per capita (current LCU),"average_value_GNI per capita, Atlas method (current US$)","average_value_GNI per capita, PPP (constant 2017 international $)","average_value_GNI per capita, PPP (current international $)","average_value_GNI, Atlas method (current US$)","average_value_GNI, PPP (constant 2017 international $)","average_value_GNI, PPP (current international $)",average_value_GNI: linked series (current LCU),average_value_Gross domestic savings (% of GDP),average_value_Gross domestic savings (current LCU),average_value_Gross domestic savings (current US$),average_value_Gross savings (% of GDP),average_value_Gross savings (% of GNI),average_value_Gross savings (current LCU),average_value_Gross savings (current US$),average_value_Gross value added at basic prices (GVA) (constant LCU),average_value_Gross value added at basic prices (GVA) (current LCU),average_value_Gross value added at basic prices (GVA) (current US$),average_value_Net primary income (Net income from abroad) (current LCU),average_value_Net primary income (Net income from abroad) (current US$),average_value_Net secondary income (Net current transfers from abroad) (current LCU),average_value_Net secondary income (Net current transfers from abroad) (current US$),"average_value_PPP conversion factor, GDP (LCU per international $)","average_value_PPP conversion factor, private consumption (LCU per international $)",average_value_Price level ratio of PPP conversion factor (GDP) to market exchange rate,average_value_Taxes less subsidies on products (constant LCU),average_value_Taxes less subsidies on products (current LCU),average_value_Taxes less subsidies on products (current US$)
Monaco,MCO,2010,0.7543,,5367625613,4048800000,4048800000,5367625613,100,2.099999899,150737.8925,113701.5923,113701.5923,150737.8925,0.993240373,,,,,4048800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,2015,15.3663,1000000,3412565430,58507095400,63147000000,4109447297,107.930499,2.88454853,7501.56168,128611.3318,138810.8522,9033.459724,-1.615183238,17284.64789,16768.82598,7863028312,7628373702,63147000000,,58038255600,3776983112,,127580.7199,7650,15717.84759,15410,3478452306,7150268919,7011219895,58038255600,40.75252981,25734000000,1674703735,24.26328074,26.39902549,15321533890,997086734.6,52554472300,55933948100,3640040094,-5108744400,-332464184.6,-5303721700,-345152814.9,8.277911186,9.714520454,0.538705556,5952623100,7212706200,469384705.5
Malta,MLT,2014,0.7527,0,10730293231,9120408900,8751102000,11626281387,95.95076379,7.633538112,24692.43054,20987.78276,20137.93786,26754.26845,5.505675489,37230.27839,34344.11145,16178715319,14924508382,8751102000,10166870050,8295594800,11021117045,23395.88743,19089.72979,24560,35403.19552,32560,10674823055,15384741838,14147666674,8295594800,27.64784367,2419491000,3214416102,24.791124,26.15239293,2169496548,2882285836,8013040000,7716193000,10251352464,-455507300,-605164474.6,-43152000,-57329613.39,0.586357807,0.649162551,0.779005987,1110592900,1034909100,1374929055
Senegal,SEN,2018,555.4465,0,23853029125,1.26149E+13,1.28401E+13,23116699808,101.7848984,6.209241034,1504.512531,795677.3424,809879.3742,1458.069093,3.295346151,3309.486173,3388.946311,52469666065,53729452838,1.28401E+13,23210528320,1.25063E+13,22515741840,1463.987258,788825.1811,1390,3224.813134,3300,22064434209,51127232259,52332664236,1.25063E+13,16.75628442,2.15152E+12,3873499968,23.06219727,23.67774045,2.96121E+12,5331218912,1.12677E+13,1.17068E+13,21076362890,-3.338E+11,-600957968,1.1435E+12,2058704124,238.9767497,233.9627711,0.430242606,1.3472E+12,1.1333E+12,2040336918
Sierra Leone,SLE,2020,9829,300000,3737165032,1.00208E+13,3.79893E+13,3865018883,379.1024934,-2.162497231,468.4934261,1256219.524,4762359.538,484.5212675,-4.17122992,1648.05336,1738.556327,13146496931,13868437742,3.79893E+13,3585768111,3.65705E+13,3720678059,449.51421,4584507.135,490,1584.759994,1670,3931514985,12641606700,13350514858,3.65705E+13,-14.90842628,-5.6636E+12,-576213490.7,,,,,9.49976E+12,3.69769E+13,3762016746,-1.41873E+12,-144340823.5,,,2739.260997,3046.488979,0.278691728,5.21084E+11,1.01241E+12,103002136.5
Turkey,TUR,2011,1.675,0.00012207,8.64017E+11,1.21339E+12,1.40493E+12,8.38763E+11,115.7849513,11.20011058,11764.41107,16521.51698,19129.43039,11420.55546,9.509983157,21932.29457,19799.11568,1.61078E+12,1.45411E+12,1.40493E+12,8.56722E+11,1.39279E+12,8.31514E+11,11665.09213,18964.10891,11310,21740.82924,19630,8.30734E+11,1.59672E+12,1.44154E+12,1.39279E+12,23.68655743,3.32779E+11,1.98674E+11,23.0272763,23.22801884,3.23517E+11,1.93144E+11,1.0715E+12,1.23715E+12,7.38595E+11,-12141742754,-7248801644,2879246213,1718952963,0.966176,1.148268,0.576821493,1.41919E+11,1.67781E+11,1.00168E+11
Upper middle income,UMC,2012,,,1.66263E+13,,,1.91196E+13,,5.535019908,6984.343662,,,8031.697227,4.768483845,13562.31579,13629.44945,3.22853E+13,3.24451E+13,,1.63738E+13,,1.87954E+13,6878.278203,,7574.6182,13208.09989,13404.20153,1.80315E+13,3.14421E+13,3.19089E+13,,34.69742065,,6.81626E+12,33.52752018,35.01927782,,,,,,,,,,,,,,,
Zambia,ZMB,2014,6.155,-3807800000,25318838465,1.21457E+11,1.67053E+11,27141023558,137.5408581,4.697992363,1644.102519,7886.924194,10847.74321,1762.427817,1.48057981,3450.0376,3539.43639,53129864885,54506587745,1.67053E+11,,1.63656E+11,26589065800,,10627.13635,1800,,3470,27654974072,,53398105822,1.63656E+11,33.24094748,55530000000,9021933387,32.30301495,32.97358758,53963155569,8767368898,1.14708E+11,1.55754E+11,25305249131,-3397290000,-551956133.2,1854823000,301352234,3.064822197,3.136716604,0.497940243,6749000000,11298691900,1835693241
Afghanistan,AFG,2010,45.8,,15856574731,9.59661E+11,7.26231E+11,15856574731,75.67579254,14.36244147,543.3029674,32881.42096,24883.27591,543.3029674,11.26409057,1957.02907,1710.575411,57116893447,49924017477,7.26231E+11,15884505939,7.2751E+11,15884505939,544.2599905,24927.10756,510,,1710,14872475745,,50011958165,7.2751E+11,,,,,,,,8.72104E+11,6.98931E+11,15260504862,1279249300,27931207.42,2.05928E+11,4496237004,14.5467284,15.48984353,0.317614157,37212705400,27300000000,596069869
Angola,AGO,2014,98.3024,0,1.03543E+11,1.60878E+12,1.43239E+13,1.45712E+11,890.354809,4.822627568,3843.198733,59713.25644,531659.8503,5408.4117,1.219880621,8239.830672,8179.297828,2.21996E+11,2.20365E+11,1.43239E+13,97349429098,1.34539E+13,1.36862E+11,3613.326751,499369.2286,5010,7704.231949,7680,1.34935E+11,2.07566E+11,2.06981E+11,1.34539E+13,37.55759686,5.3797E+12,54726000774,29.96672177,31.90445445,4.29239E+12,43665169650,1.56804E+12,1.42476E+13,1.44936E+11,-8.69967E+11,-8849901929,-2.1734E+11,-2210929195,65.00067139,77.46864319,0.661231785,40745941800,76288049000,776054796.2
Canada,CAN,2019,1.326793363,157000000,1.95323E+12,2.16131E+12,2.31071E+12,1.74158E+12,106.9125325,1.861415379,51956.83513,57491.78355,61465.92177,46326.67264,0.430211134,49006.74311,50660.57779,1.84233E+12,1.9045E+12,2.31071E+12,1.92876E+12,2.28109E+12,1.71925E+12,51305.76569,60677.88417,46460,48377.36079,50010,1.74646E+12,1.81867E+12,1.88009E+12,2.28109E+12,21.39946475,4.9448E+11,3.72688E+11,20.01164268,20.27153848,4.62411E+11,3.48518E+11,2.01189E+12,2.15323E+12,1.62288E+12,-29625000000,-22328269672,-2448000000,-1845049929,1.213289,1.306667,0.914452118,,1.53695E+11,1.15839E+11
Caribbean small states,CSS,2016,,,66851386136,,,69496735799,,-1.044482581,9196.291865,,,9560.194679,-1.686835814,15805.17661,15138.05773,1.14894E+11,1.10044E+11,,,,67258737248,,,9365.879027,,14660.65825,68084180507,,1.06574E+11,,,,,,,,,,,62434057107,,,,,,,,,,
Gabon,GAB,2019,585.911,83025200,19938879843,5.74911E+12,9.88693E+12,16874450215,171.9731277,3.944946204,9177.520827,2646216.154,4550780.685,7767.016979,1.39471442,14950.07708,15582.31491,32480208559,33853794566,9.88693E+12,18789047282,9.08814E+12,15511134185,8648.272827,4183115.24,7170,13621.78844,14320,15578254606,29594397878,31118687927,9.08814E+12,51.32440558,5.07441E+12,8660711268,,,,,5.22902E+12,9.29463E+12,15863554898,-7.98782E+11,-1363316030,,,292.0477934,328.4372481,0.498450777,5.20091E+11,5.92295E+11,1010896017
Croatia,HRV,2010,5.498010583,-0.000610352,59918313669,3.43099E+11,3.29432E+11,59918313669,96.01633786,-1.31656298,13949.3265,79875.51538,76693.54471,13949.3265,-1.092473909,24280.60269,19814.60197,1.04296E+11,85112176300,3.29432E+11,57880430381,3.18227E+11,57880430381,13474.8956,74085.11862,14090,23459.48507,19140,60521170257,1.00769E+11,82217423910,3.18227E+11,19.42584139,63994845083,11639636576,18.85136413,19.51509243,62102335901,11295419490,2.87071E+11,2.79463E+11,50829809802,-11204303912,-2037883293,9310828993,1693490555,3.870556917,4.3762133,0.703992264,55725800000,49968690446,9088503867
IDA only,IDX,2016,,,1.03739E+12,,,1.10532E+12,,4.815436098,1000.347096,,,1065.845678,2.521857909,3080.134997,2997.224404,3.1942E+12,3.10822E+12,,1.06317E+12,,1.10357E+12,1025.199104,,1058.554009,3079.677554,2989.895758,1.09776E+12,3.19373E+12,3.10062E+12,,17.24106426,,1.75516E+11,23.26277166,24.26054018,,,,,1.03715E+12,,,,,,,,,,
St. Kitts and Nevis,KNA,2010,2.7,,760170370.4,1771460000,2052460000,760170370.4,115.8626218,-0.609318192,15510.19915,36144.13091,41877.5377,15510.19915,-1.444823709,23710.3475,22096.7052,1162067841,1082981619,2052460000,730985888.9,1973661900,730985888.9,14914.73116,40269.77413,14690,,21250,719948968.7,,1041403759,1973661900,,,,,,,,1571880000,1821220000,674525925.9,-78798100,-29184481.48,125610600,46522444.44,1.895193754,2.176541622,0.701923613,199580000,231240000,85644444.44
"Macao SAR, China",MAC,2010,8.0022,1000000,28241858489,3.39232E+11,2.25997E+11,28241858489,66.62018913,25.12291651,52473.19099,630290.8689,419900.9689,52473.19099,22.37642647,118085.4875,99581.22844,63555380630,53596110864,2.25997E+11,24909599860,1.99332E+11,24909599860,46281.87594,370356.8277,45260,,87830,24360412080,,47272302430,1.99332E+11,68.15267459,1.54023E+11,19247581915,52.16678968,59.14535361,1.17895E+11,14732870921,,2.23255E+11,27899202719,-26665500000,-3332271125,-9462200000,-1182449826,4.216667895,5.034576458,0.526938579,,259000000,32366099.32
North Macedonia,MKD,2018,52.12,-100,11360393492,4.52688E+11,6.60878E+11,12679934731,145.9897762,2.88059671,5453.974082,217329.4984,317278.8484,6087.468311,2.833131374,16093.31042,16671.69859,33521673599,34726431288,6.60878E+11,10858413661,6.33153E+11,12147988887,5212.98023,303968.4356,5490,15425.91851,15970,11426201697,32131524951,33269595649,6.33153E+11,19.86385153,1.31276E+11,2518723409,32.44623534,33.86701702,2.1443E+11,4114161464,3.90836E+11,5.73922E+11,11011549893,-27725017400,-531945844.2,1.11267E+11,2134817137,19.03098515,22.58797692,0.365137858,60974000000,86956217800,1668384839
Malawi,MWI,2018,732.3325,,9459026844,6.70101E+12,7.11314E+12,9712994565,106.1503402,4.420621465,521.3534009,369339.5504,392055.1893,535.3513457,1.698212498,1471.037249,1506.356575,26689345078,27330151213,7.11314E+12,,6.99246E+12,9548200036,,385403.4251,430,,1480,7831108931,,26866456997,6.99246E+12,,,,,,,,6.25413E+12,6.64524E+12,9074080616,-1.20684E+11,-164794529.1,4.11057E+11,561298109.8,260.2671876,265.4938213,0.355394834,4.46875E+11,4.67897E+11,638913948.5
Netherlands,NLD,2016,0.904035128,0,8.97959E+11,7.05131E+11,7.08337E+11,7.83528E+11,100.4546673,2.191713719,52727.10249,41404.46265,41592.7152,46007.85292,1.649315547,53847.82655,52288.41508,9.17045E+11,8.90488E+11,7.08337E+11,8.84667E+11,6.97862E+11,7.71941E+11,51946.58427,40977.63553,46900,53050.70965,51520,7.9865E+11,9.0347E+11,8.77319E+11,6.97862E+11,30.69922932,2.17454E+11,2.40537E+11,28.5423434,28.97076771,2.02176E+11,2.23637E+11,6.33043E+11,6.34824E+11,7.02212E+11,-10475000000,-11586939131,-4959000000,-5485406315,0.795448,0.872971,0.879886163,72088000000,73513000000,81316530439
Post-demographic dividend,PST,2011,,,4.32246E+13,,,4.56859E+13,,1.583795528,40102.95261,,,42386.48333,1.303749111,43863.02539,39339.00221,4.72774E+13,4.24012E+13,,4.3561E+13,,4.61843E+13,40415.04571,,41584.62041,44189.32407,39735.80066,4.48216E+13,4.76291E+13,4.28289E+13,,20.63221573,,9.5443E+12,20.98964141,20.97408282,,,,,4.28347E+13,,,,,,,,,,
Slovenia,SVN,2019,0.893276257,0,57265665047,45253307000,48392551000,54174227309,106.9370488,3.184341624,27421.02871,21669.04426,23172.23644,25940.72803,2.468360474,38905.54786,41193.84204,81249762561,86028601802,48392551000,56342722116,47617090000,53306118486,26979.08772,22800.91554,25910,38280.82545,40530,54115697345,79945101658,84650046132,47617090000,29.1785961,14120267000,15807278978,26.45465996,26.88548337,12802084813,14331607621,39353834000,42343179000,47402109555,-775470000,-868118898.1,-541370000,-606049915.4,0.562517,0.639661,0.629723443,5895184000,6049373000,6772118874
Angola,AGO,2010,91.9057,-79600.00024,83799496611,1.30203E+12,7.70165E+12,83799496611,591.513327,4.403932543,3587.883645,55746.32774,329746.9579,3587.883645,0.640263325,7692.434286,6587.986939,1.79666E+11,1.53871E+11,7.70165E+12,75712633817,6.95842E+12,75712633817,3241.643823,297925.5447,3230,6911.740241,5950,75543980238,1.61432E+11,1.39022E+11,6.95842E+12,47.15990422,3.63209E+12,39519762337,36.98734332,40.93795969,2.84864E+12,30995207509,1.27724E+12,7.618E+12,82889260135,-7.43229E+11,-8086863659,-40226401600,-437692130.1,50.05276436,73.56791855,0.544610012,24786226100,83655920500,910236476.1
Andorra,AND,2011,0.7184,,3449688453,2602100000,2607220000,3629203786,100.1967642,-0.008069753,41191.29356,31070.59273,31131.72852,43334.81141,0.834867424,,,,,2607220000,,,,,,,,,,,,,,,,,,,,,2340640000,3258129176,,,,,,,,,266580000,371074610.2
Bulgaria,BGR,2010,1.4774,-1.90735E-06,50381825504,81843806000,74434109000,50381825504,90.94653907,0.55944649,6812.406338,11066.55539,10064.64912,6812.406338,1.223588178,17440.67188,14879.26701,1.28984E+11,1.10041E+11,74434109000,49327498985,72876447000,49327498985,6669.844996,9854.028998,6940,17092.23364,14570,51358777627,1.26407E+11,1.07738E+11,72876447000,19.79277001,14732572000,9971958847,21.66920753,22.13236542,16129281554,10917342327,71530811000,64657937000,43764679166,-1557662000,-1054326520,2969355800,2009852308,0.67642103,0.832422104,0.45784556,10317434000,9776172000,6617146338
Brazil,BRA,2014,2.353,0,2.42327E+12,4.26302E+12,5.77895E+12,2.45599E+12,135.5600767,0.50395574,11951.20892,21024.56672,28500.91878,12112.58767,-0.352483145,15749.51216,15718.56495,3.19343E+12,3.18716E+12,5.77895E+12,2.37786E+12,5.67127E+12,2.41023E+12,11727.25974,27969.82287,12120,15454.76986,15430,2.45697E+12,3.13367E+12,3.12776E+12,5.67127E+12,17.88689058,1.03368E+12,4.39301E+11,16.13440726,16.44077022,9.324E+11,3.9626E+11,3.59834E+12,4.97273E+12,2.11336E+12,-1.07687E+11,-45765828899,5636001300,2395240671,1.81320107,1.900757074,0.77059119,6.65153E+11,8.06219E+11,3.42635E+11
Cabo Verde,CPV,2015,99.3857,100,1791765400,1.40297E+11,1.58699E+11,1596800287,113.116857,1.006863707,3414.577506,267364.0445,302433.804,3043.031382,-0.237387479,6266.881779,5994.407103,3288483544,3145505183,1.58699E+11,1725327389,1.5283E+11,1537742030,3287.96621,291248.1764,3210,6035.221038,5770,1686241814,3166921887,3029167496,1.5283E+11,15.93538988,25289322600,254456351.4,28.15598428,29.23733819,44683297678,449594837.9,1.23E+11,1.38667E+11,1395242971,-5869546200,-59058256.87,25244351000,254003855.7,50.45266342,49.86042023,0.507645098,17412180900,20031914900,201557315.6
Cyprus,CYP,2011,0.7184,-1.90735E-06,25835732467,19487893000,19803033000,27565469098,101.6171066,0.401437941,30363.50849,22903.19445,23273.56352,32396.38574,-2.127828575,37562.44914,33313.47006,31961174290,28345798721,19803033000,26512833562,20324656000,28291559020,31159.27323,23886.60224,32550,38566.21255,34190,27699896671,32815257504,29092442963,20324656000,15.09963651,2990186000,4162285635,16.61652451,16.19006901,3290575832,4580422929,17177989000,17594082000,24490648664,521623000,726089922,-221237400,-307958518.9,0.698623214,0.762530894,0.972471066,2309904000,2208951000,3074820434
Djibouti,DJI,2019,177.72,,,5.49777E+11,5.90854E+11,3324634256,107.4715748,7.770497257,,564709.6164,606902.318,3414.935393,6.150547468,5534.766172,5768.83109,5388410350,5616285889,5.90854E+11,,5.74176E+11,3230790007,,589771.3231,3310,,5610,3225282320,,5457755328,5.74176E+11,20.88002958,1.2337E+11,694184616.3,22.75282726,23.41372506,1.34436E+11,756448289.4,5.101E+11,5.53106E+11,3112232726,-16678000000,-93844249.38,25430000000,143090254.3,105.2036901,103.9061436,0.591963145,39676853800,37748000000,212401530.5
"Hong Kong SAR, China",HKG,2010,7.7692,0,2.28638E+11,2.29409E+12,1.77633E+12,2.28638E+11,77.43089081,6.767668588,32549.99823,326597.6197,252887.4463,32549.99823,5.986389842,51360.96698,49185.22787,3.6077E+11,3.45487E+11,1.77633E+12,2.33477E+11,1.81393E+12,2.33477E+11,33238.91772,258239.7996,33620,,50230,2.36168E+11,,3.52799E+11,1.81393E+12,29.76510022,5.28727E+11,68054239819,30.8918616,30.25158788,5.48742E+11,70630441108,,1.7373E+12,2.23613E+11,37596000000,4839108274,-17580000000,-2262781239,5.141532473,5.533295514,0.661784028,1.18922E+11,68707000000,8843510271
Haiti,HTI,2014,44.6238,0,13268265827,6.07565E+11,6.6002E+11,14790765760,108.6336551,3.401777226,1257.773914,57594.5298,62567.04286,1402.100289,1.947791782,2935.219925,2897.215069,30963655538,30562742046,6.6002E+11,13310207511,6.62131E+11,14838059910,1261.749804,62767.10384,1410,2943.87918,2910,14884140517,31055002078,30660467812,6.62131E+11,-6.345322235,-41880406800,-938521748.5,9.466779992,9.436606013,62482657693,1400209254,5.75581E+11,6.34355E+11,14215619678,2110444800,47294152.45,1.02253E+11,2291436852,21.59558105,22.69701385,0.483947603,31983919400,25665203700,575146081.2
IDA total,IDA,2014,,,1.81668E+12,,,2.1043E+12,,5.910047183,1216.397305,,,1408.98015,3.578358989,3496.896957,3385.198508,5.22259E+12,5.05577E+12,,1.8033E+12,,2.07357E+12,1207.43798,,1361.979933,3443.725786,3350.835311,2.03411E+12,5.14318E+12,5.00444E+12,,16.79942727,,3.61897E+11,22.37514146,22.6363104,,,,,2.0285E+12,,,,,,,,,,
IDA blend,IDB,2010,,,7.00019E+11,,,7.00019E+11,,6.305848148,1534.962515,,,1534.962515,3.729836292,4205.456968,4005.671228,1.9179E+12,1.82678E+12,,6.76518E+11,,6.76518E+11,1483.430065,,1454.42044,4079.20692,3892.319482,6.63288E+11,1.86032E+12,1.77509E+12,,17.84345629,,1.39645E+11,22.58459854,23.19492675,,,,,6.77136E+11,,,,,,,,,,
Jamaica,JAM,2011,85.8935,0,13449322261,8.42356E+11,1.2407E+12,14444655300,147.289507,1.730376267,4759.251907,298080.7748,439041.7038,5111.465987,1.17354565,9546.493803,8159.876165,26977742325,23059255171,1.2407E+12,12973735936,1.19617E+12,13926152736,4590.958288,423281.9473,4590,9215.236688,7870,12978090980,26041632245,22231524589,1.19617E+12,-1.64826042,-20450000000,-238085536.2,8.583165919,8.902736845,1.06492E+11,1239808731,7.348E+11,1.06791E+12,12432978048,-44536000000,-518502564.2,73263000000,852951620.3,53.8049469,62.8764801,0.626414652,1.07556E+11,1.7279E+11,2011677251
Kyrgyz Republic,KGZ,2016,69.9141,0,6346700783,2.91722E+11,4.76331E+11,6813092066,163.2827682,4.335855917,1043.951112,47984.48208,78350.39066,1120.666513,2.231805266,4912.382484,4681.174733,29864829313,28459201788,4.76331E+11,6000724002,4.51316E+11,6455292066,987.0423558,74235.69948,1110,4659.189545,4440,6741189077,28325542838,26964623070,4.51316E+11,-0.233576973,-1112600000,-15913814.24,22.45503053,23.6996543,1.0696E+11,1529881903,2.64817E+11,4.13799E+11,5918680209,-25015265000,-357800000.3,1.33088E+11,1903600001,16.73733521,19.52874374,0.239398565,29888534600,62532000000,894411856.8
New Zealand,NZL,2017,1.407408333,0,1.8203E+11,2.74435E+11,2.91264E+11,2.06951E+11,106.1323583,3.613281553,37815.75143,57012.35707,60508.55908,42992.89527,1.471532859,42285.3199,42285.3199,2.03545E+11,2.03545E+11,2.91264E+11,1.74828E+11,2.80347E+11,1.99194E+11,36319.66184,58240.69657,38910,40700.46491,40700,1.87274E+11,1.95916E+11,1.95916E+11,2.80347E+11,24.62233575,71716000000,50956071739,20.73822659,21.54576238,60402988299,42917884504,2.48591E+11,2.64323E+11,1.87808E+11,-10916425000,-7756402134,-365850000,-259945881.6,1.430959,1.580559,1.016733357,23597243000,24687000000,17540751618
Rwanda,RWA,2010,583.1309,-1000000,6121234529,4.91947E+12,3.56948E+12,6121234529,72.55831681,7.334656108,609.724917,490018.8638,355549.4396,609.724917,4.591583004,1507.16501,1349.452094,15130938961,13547605683,3.56948E+12,6069968167,3.53959E+12,6069968167,604.6183689,352571.6536,600,1495.115097,1340,6058951871,15009965808,13434142221,3.53959E+12,4.74040904,1.69208E+11,290171555,13.39045255,13.50354701,4.7797E+11,819661004.9,4.40083E+12,3.231E+12,5540776522,-29895000000,-51266362.32,3.38658E+11,580758111.1,263.4768891,251.4921267,0.451831465,5.18632E+11,3.38483E+11,580458006.9
Seychelles,SYC,2016,13.3196,-306709600,1288183831,8436164100,19002430900,1426651769,225.2496594,4.562623278,13606.09051,89104.68329,200707.9956,15068.62035,3.173270213,26309.6859,25681.31271,2490922132,2431429643,19002430900,,17548417500,1317488325,,185350.3755,13840,24419.16017,23720,1309966505,2311932827,2245383379,17548417500,22.45648424,4267277900,320375829.6,14.12502016,15.29538031,2684097196,201514850,7213483700,15700271500,1178734459,-1454013400,-109163443.3,-141027700,-10587983.12,7.815332413,8.845863342,0.586754288,1217872600,3313784700,248790106.3
Togo,TGO,2013,493.8996,46813613300,4125276858,3.02325E+12,2.13446E+12,4321655656,70.60172312,6.112343078,593.1620921,434704.1852,306908.6452,621.3988536,3.352029841,1805.488919,1275.325318,12556671702,8869531773,2.13446E+12,4146778896,2.14694E+12,4346910990,596.2538104,308702.1894,620,1815.490768,1280,4336717910,12626231768,8921364450,2.14694E+12,9.774585095,2.08635E+11,422423909.6,16.43075115,16.33528931,3.50708E+11,710080486.3,2.63933E+12,1.78554E+12,3615192681,12473599100,25255333.47,1.296E+11,262401236,240.6512604,242.9133301,0.487247328,6.57671E+11,3.48922E+11,706462975.5
Austria,AUT,2016,0.904035128,30000,4.21246E+11,3.51118E+11,3.57608E+11,3.95569E+11,101.8482947,1.989437162,48215.89053,40189.03431,40931.8461,45276.83144,0.89246914,53269.3062,52684.01711,4.65396E+11,4.60283E+11,3.57608E+11,4.21203E+11,3.57581E+11,3.95539E+11,48210.92507,40928.7614,46200,53263.52548,52680,4.03675E+11,4.65346E+11,4.60248E+11,3.57581E+11,28.08704337,1.00442E+11,1.11104E+11,27.11826579,27.12030963,96977074367,1.07271E+11,3.13033E+11,3.18953E+11,3.5281E+11,-27000000,-29866096.09,-3446100000,-3811909398,0.776931,0.832053,0.859403552,38085560000,38655220000,42758537589
Burkina Faso,BFA,2013,493.8996,0,12139357469,6.45218E+12,6.64013E+12,13444301139,102.9129977,5.792584845,711.0353234,377921.9821,388930.8406,787.4694383,2.684768015,1883.79654,1683.105833,32161664609,28735314121,6.64013E+12,11804072367,6.46056E+12,13080708252,691.3967591,378412.4443,770,1834.827793,1640,13218407264,31325631435,27958185157,6.46056E+12,13.82803461,9.182E+11,1859082615,14.39043309,14.79043124,9.55544E+11,1934693160,5.78649E+12,5.92936E+12,12005192413,-1.79578E+11,-363592887.1,3.77931E+11,765198999.4,231.0792542,222.6356049,0.467866858,6.6183E+11,7.10775E+11,1439108726
Cote d'Ivoire,CIV,2010,494.7943,0,24908781285,1.98457E+13,1.23247E+13,24908781285,62.10258825,2.017638592,1213.113,966532.0148,600241.3974,1213.113,-0.336415026,3660.903847,2522.365667,75169133689,51791592985,1.23247E+13,23995589514,1.18729E+13,23995589514,1168.638531,578235.6839,1190,3526.888362,2430,24494519170,72417401238,49892838647,1.18729E+13,20.74288404,2.5565E+12,5166799618,15.31129991,15.89399671,1.88708E+12,3813858207,1.88494E+13,,,-4.51842E+11,-913191771.4,-2.17181E+11,-438931172.6,237.967637,239.3868157,0.480942559,1.18389E+12,,
Europe & Central Asia (excluding high income),ECA,2017,,,3.89854E+12,,,3.32691E+12,,4.156871267,9396.486723,,,8018.714138,3.575932435,21100.9306,21100.9306,8.75463E+12,8.75463E+12,,3.78089E+12,,3.24726E+12,9112.935192,,7439.801123,20296.20597,20627.92196,3.08672E+12,8.42075E+12,8.55838E+12,,26.57022184,,9.11852E+11,24.95668863,25.70546426,,,,,2.97039E+12,,,,,,,,,,
Estonia,EST,2019,0.893276257,-160057000,27646985211,24789001000,28112387000,31471100656,113.406696,4.996443785,20835.80291,18681.91903,21186.54712,23717.79945,4.607048745,36830.07479,38819.33903,48869752579,51509303318,28112387000,26973814714,27476300000,30759017474,20328.47643,20707.16815,23230,35999.57689,37940,30825110458,47767766575,50343824264,27476300000,31.13430034,8752595000,9798306997,29.05284998,29.72543473,8167449622,9143251662,21649019000,24460501000,27382907367,-636100000,-712097735.7,52200000,58436569.41,0.545773,0.627571,0.610978962,3144257000,3651885000,4088192170
Israel,ISR,2016,3.840566667,-305000,2.882E+11,1.21116E+12,1.22367E+12,3.18617E+11,101.0323787,3.826574872,33723.41088,141722.9267,143186.0441,37282.53056,1.811032072,38234.72448,37794.80754,3.26754E+11,3.22994E+11,1.22367E+12,2.85372E+11,1.21257E+12,3.15728E+11,33392.48538,141887.9285,36340,37886.05449,37450,3.10551E+11,3.23774E+11,3.20066E+11,1.21257E+12,22.83480089,2.79422E+11,72755444769,24.82821391,25.05536426,3.03815E+11,79106787699,1.07807E+12,1.09794E+12,2.85879E+11,-11094000000,-2888636226,35499600000,9243323468,3.788511,4.294673,0.986445837,1.34323E+11,1.27013E+11,33071403786
Kuwait,KWT,2019,0.3036,-0.000101089,1.37581E+11,39430678493,41349336391,1.36197E+11,104.8659013,0.427464008,32702.24767,9372.464182,9828.519039,32373.25111,-1.23785402,49853.73628,51962.0477,2.09739E+11,2.18608E+11,41349336391,,46897667905,1.54472E+11,,11147.32816,36290,,58930,1.52654E+11,,2.47942E+11,46897667905,33.42223408,13819872001,45520000004,34.8809751,30.7543048,14423051730,47506758004,42571200523,44157792406,1.45447E+11,5548331514,18275136739,-4790702057,-15779651045,0.189148032,0.182653972,0.623017232,-3140522029,-2808456016,-9250513885
